OrderID,Date,ProductID,CustomerID,ShippingAddressID,IBAN,Qty,UnitPrice
10406,2024-05-10,350,1042,9,GB80OOYE62570165804649,3,359
10407,2024-11-27,877,3939,31,GB16SZGZ19508501657905,2,565
10408,2024-09-20,171,5831,7,GB68FURW18325381793355,1,496
10409,2025-04-14,754,6119,13,GB93IQVN40155778817884,1,301
10410,2024-10-23,646,8606,12,GB94TLZV13711624112412,4,301
10411,2024-11-09,444,6977,9,GB25EGQU04682756704310,2,202.49
10412,2025-04-04,877,4912,40,GB45ZHQU56955798877492,5,565
10413,2025-04-14,396,8381,3,GB21ZJFZ43754025472928,2,596
10414,2024-08-19,350,7566,17,GB90FFWW22310592745238,1,359
10415,2025-01-30,266,8381,3,GB47BVKL25782841067275,4,334
10416,2024-06-30,266,4886,9,GB80AXRQ54749297517028,5,334
10417,2024-06-15,467,4886,7,GB81JAMT37515093983430,2,476
10418,2024-06-02,180,8438,34,GB46ROVV18637599805626,4,462
10419,2024-09-21,64,4912,10,GB89MLAJ55478137674266,4,1400
10420,2024-06-24,180,5831,11,GB03STCE34785196106462,1,462
10421,2024-12-02,132,3344,1,GB70OWSY23264870494787,1,202
10422,2024-07-27,1,1018,7,GB39AZAE44714627301471,2,1200
10423,2024-12-19,754,7566,18,GB37XLSP96471589042902,3,301
10424,2024-09-02,703,8438,4,GB47OWEL20456504481832,4,736
10425,2025-02-21,646,4886,9,GB68DTYF85544518952028,2,301
10426,2024-08-18,384,7797,9,GB11LYPN52132833898881,5,455
10427,2024-10-10,733,3248,17,GB02OCDE07545279852401,1,444
10428,2024-07-26,384,7626,26,GB11EWEW34232161107603,4,455
10429,2024-06-11,1,6977,3,GB77BZVQ90714014011939,3,1200
10430,2025-04-15,171,4886,2,GB67GFVL01249552893891,4,496
10431,2024-06-08,373,1710,16,GB52SYAQ33428013875927,3,573
10432,2025-01-17,64,3344,13,GB75DFLM63836151718275,3,1400
10433,2025-01-29,350,7947,23,GB32JRXB15716479473864,4,359
10434,2025-03-29,373,6295,26,GB77NGCZ75207167811266,1,573
10435,2025-01-25,444,7626,23,GB94SDXF15353961367499,2,244
10436,2024-08-15,444,2501,4,GB69YZZU65796784271147,5,244
10437,2024-11-10,32,3344,12,GB20HUEA10170269524991,3,600
10438,2025-02-20,132,8486,6,GB85CVYQ77347784858800,1,202
10439,2024-10-15,180,1710,17,GB93DMOK67700284276246,5,477.21
10440,2024-11-06,180,1018,37,GB08YDSV78897782806479,3,462
10441,2024-09-24,646,3248,22,GB62TVLY45009025590561,2,301
10442,2024-10-14,64,7594,5,GB83LLNL03334911415208,2,1400
10443,2024-09-04,350,9850,16,GB87BOVN98640790569659,1,359
10444,2024-06-07,350,7566,6,GB20ZPDW35785294563718,4,359
10445,2024-07-23,171,7566,4,GB50JIBJ96391919541987,4,496
10446,2024-10-13,266,6295,11,GB45GLZC48468536649878,5,334
10447,2024-07-10,703,7626,1,GB12AUWQ29737489690835,2,736
10448,2024-10-27,467,8381,33,GB12EHEX46651364424936,4,476
10449,2024-08-01,489,4912,10,GB85DEGA34778660324204,5,494
10450,2025-03-03,14,2612,4,GB27ZIVR20700159416516,1,800
10451,2025-03-23,833,6977,8,GB57XEHD98189847139155,1,370
10452,2025-03-20,14,2612,2,GB86SXMZ36321234764907,1,800
10453,2024-11-24,489,7626,13,GB62LWDK86734257540900,5,494
10454,2025-01-24,396,8606,3,GB35ZVHI86451837606441,4,596
10455,2025-04-29,171,7797,13,GB22YHJG27560417765612,4,496
10456,2025-01-27,171,1710,14,GB65IQCL69857002720634,3,496
10457,2024-08-30,396,7511,5,GB33SCDF38296577242954,2,596
10458,2024-07-17,14,6977,1,GB66CNLF66930089317342,3,800
10459,2024-05-20,373,8381,3,GB48MTNT42152910867713,2,573
10460,2025-02-02,14,8560,38,GB26GGZI47626393436262,4,800
10461,2024-05-12,180,8606,6,GB28JIHT73597107256366,2,462
10462,2025-02-10,877,2612,10,GB31TICD80053759900489,4,565
10463,2024-09-25,444,7566,6,GB13JMVL28092428757215,5,244
10464,2025-01-31,14,7947,21,GB21QNEI15027456449485,1,800
10465,2024-10-17,703,8438,4,GB71FKXP28703203207427,4,736
10466,2024-10-17,833,1042,9,GB46DPBO58777121513422,2,370
10467,2025-02-16,703,8381,3,GB73QISV93908926137150,2,736
10468,2024-08-19,877,4912,40,GB76VVDM59152017774905,2,565
10469,2024-05-18,396,8770,17,GB52UTOK92304501896164,3,596
10470,2024-07-09,733,3344,4,GB78HYMC03266421476492,2,444
10471,2024-09-17,266,8770,9,GB54VDLQ37767499616592,1,334
10472,2024-10-16,489,5831,2,GB40UNCB85732788147617,5,494
10473,2024-08-25,877,3939,31,GB44EEVJ38649081081866,3,565
10474,2024-06-06,350,1018,7,GB63OVXS45491801722601,4,359
10475,2024-10-09,792,8560,38,GB62WJKS77945232194168,2,295
10476,2024-05-07,32,4912,10,GB70AMDA27769749956412,5,600
10477,2024-06-22,733,3248,5,GB51AGDA30372368314727,1,444
10478,2024-10-11,266,8486,1,GB19ADFE77707933496050,2,334
10479,2024-06-09,396,3344,10,GB07UWNN79984076789973,2,596
10480,2025-02-02,350,3248,21,GB78BQAN95814671795760,2,359
10481,2024-07-02,646,6977,14,GB46JXGP57383959724665,4,301
10482,2025-03-06,877,5831,6,GB88PZFT34172232971674,4,565
10483,2024-07-31,396,4912,10,GB44GRBA54522801561931,2,596
10484,2024-12-05,733,8560,8,GB82HPIK50842891077119,4,444
10485,2024-12-23,792,2612,12,GB80ZDRB81213524787125,4,295
10486,2024-09-07,467,7566,12,GB40EDGO60375482145653,4,476
10487,2024-06-28,180,8606,6,GB26YYQN32666785072081,2,462
10488,2024-06-02,792,7947,12,GB94KKMY26060290846684,2,295
10489,2025-02-05,617,1841,32,GB02XKLA48926738997563,3,256
10490,2025-04-08,733,6295,28,GB50JCBR56288431884852,5,444
10491,2024-05-10,64,4912,10,GB09AZRS43468105485101,2,1400
10492,2024-10-22,617,6977,7,GB75JSXA75399893544926,2,256
10493,2024-11-18,444,8381,33,GB43XHDK89357126611062,4,244
10494,2024-11-01,877,6295,7,GB85GOCL86988649767762,4,565
10495,2024-06-26,14,3344,5,GB14QEPW72881377028519,3,800
10496,2025-03-28,132,3344,2,GB85NDDL94082154544702,3,202
10497,2024-06-25,132,3939,1,GB03ZSNB44327018510679,1,202
10498,2024-08-29,373,1710,5,GB39SOKZ67922877725199,2,573
10499,2024-10-07,754,1841,2,GB48MHMK80741209481813,4,289.49
10500,2024-12-27,373,3248,25,GB43RSYB98378018204339,4,573
10501,2024-10-20,467,9850,4,GB08CZRT56907056260856,1,476
10502,2024-08-08,1,1042,9,GB45CDDR24224124620952,2,1200
10503,2024-05-11,733,6119,1,GB68WBJM15265461033993,5,444
10504,2024-11-08,444,8438,34,GB14QYQM14057861706304,2,244
10505,2024-12-02,833,8438,34,GB66SVDH82496718325823,2,370
10506,2024-11-25,444,1710,3,GB52NROB07942007494653,4,244
10507,2024-12-14,32,8438,4,GB20QJBF89141612846398,5,600
10508,2025-03-08,733,3939,31,GB19KVKU47435537950209,5,444
10509,2024-11-02,132,8770,7,GB20AAVF68768118071569,3,202
10510,2024-09-17,444,3939,1,GB26MFYZ01753703045319,3,244
10511,2024-12-29,132,2501,16,GB38JZWH37504793036149,2,202
10512,2024-11-11,266,5831,8,GB57PFRG99921921249384,5,334
10513,2024-07-14,877,8381,3,GB69VAWV89487060566418,5,584.14
10514,2024-10-29,180,7947,25,GB97PLQY03046875063519,5,462
10515,2025-03-10,1,3344,5,GB13AXHW61332541107609,1,1200
10516,2025-03-06,489,3344,8,GB86UKIH17350583199717,3,494
10517,2024-12-11,646,3939,31,GB52DCBB65120704961108,1,301
10518,2024-05-21,877,8560,8,GB05JMMD96399076769915,5,565
10519,2025-01-08,646,7566,5,GB52VZAO85931109193928,2,301
10520,2024-08-08,14,2612,6,GB18LNPX97232002496854,3,800
10521,2024-12-13,489,8245,36,GB31RYEE74954508920388,4,533.66
10522,2025-03-30,489,8245,6,GB32BNLG33153779599594,1,494
10523,2024-10-10,373,7566,11,GB58KFDO07303379337563,1,573
10524,2024-10-03,833,1018,37,GB75FALA15081247395003,2,370
10525,2024-07-16,14,8486,5,GB62JFHI25832302410261,5,800
10526,2024-09-09,384,3248,12,GB30GJOH55289611223386,4,455
10527,2025-01-25,617,1841,2,GB10LKTN30993842530428,3,290.4
10528,2024-12-13,877,7626,13,GB48PGXC79128685787255,3,565
10529,2024-11-21,617,8438,4,GB88WPWP74969033373634,4,256
10530,2024-10-13,384,6119,14,GB61MSFL48121478539078,4,455
10531,2024-12-28,703,8245,6,GB13KNOO66575460273415,4,736
10532,2025-04-16,877,6295,11,GB81CJQQ81431115083535,3,565
10533,2024-08-06,32,6119,9,GB38JXYV43928404456690,1,600
10534,2024-10-31,444,9850,20,GB76UQYE63337389877515,5,244
10535,2025-03-25,833,8486,8,GB15GNYW63778052924075,1,370
10536,2024-09-09,703,5831,9,GB05HNNV68459090225999,3,736
10537,2024-12-09,467,9850,7,GB06MMGM18637159741218,2,476
10538,2024-07-08,373,6977,10,GB17BWTP02316433481705,4,573
10539,2024-11-18,14,6119,23,GB92AFKN62128671632346,5,800
10540,2025-03-14,444,1042,9,GB04WVPF99493874302716,1,244
10541,2024-12-21,266,1710,20,GB57ZHQK97779014754692,3,334
10542,2024-10-09,180,7947,14,GB42HFTX67629160324841,1,462
10543,2025-01-27,754,7626,6,GB89XXGP68151185672438,4,301
10544,2024-05-18,14,7594,5,GB87OACU76563600412577,2,800
10545,2024-10-27,489,2612,12,GB29CCRV37274220912418,4,494
10546,2025-02-12,171,1841,2,GB39MFCV04275230837081,2,496
10547,2024-09-29,266,6977,4,GB36WJOB90063353310600,3,334
10548,2024-09-08,467,7566,7,GB55GVVC31220681558393,5,476
10549,2025-04-28,754,8606,9,GB27RMND33155206506373,4,340.3
10550,2024-05-26,703,1710,3,GB31VIUT50136497189241,2,736
10551,2024-12-19,64,3939,1,GB71KUWM25257150997683,4,1400
10552,2024-11-12,180,3344,12,GB60SWAH09143639102574,1,462
10553,2024-07-18,617,7566,18,GB31EMGU03975245086403,4,256
10554,2025-03-25,792,9850,16,GB61XKKH38033968527017,4,295
10555,2024-05-28,792,8438,4,GB15GBUE32129833816742,1,295
10556,2025-02-05,467,8245,36,GB82GHNF93449734715662,1,476
10557,2024-10-30,266,7626,9,GB71ONQT62706614982824,3,334
10558,2024-09-25,373,8381,3,GB38OJOJ68971527323008,5,573
10559,2025-02-08,833,4630,24,GB42XLPM66567491601692,2,370
10560,2024-07-15,373,8770,17,GB95YNIY58750663370502,3,573
10561,2024-08-10,180,8560,38,GB07TOVE43992011669183,2,462
10562,2025-04-06,754,8560,38,GB93NFNI48869461195243,1,301
10563,2025-04-27,877,7797,16,GB37XMWJ02701168646225,3,565
10564,2024-07-12,467,7947,22,GB89WEGP28179323023467,2,476
10565,2024-12-30,396,4630,6,GB18TDUF14161415093771,1,596
10566,2024-05-04,833,3344,6,GB14BIYA90138069847759,5,370
10567,2024-10-14,444,7566,12,GB92KLVK53566905510762,5,244
10568,2024-05-10,32,7594,35,GB80TDQI35797863050505,1,600
10569,2025-01-19,467,6977,12,GB08OHTP69156716493289,3,476
10570,2025-03-01,754,4630,24,GB83WQBE71487271783332,5,301
10571,2025-02-17,350,7566,21,GB12VWCD60256434712871,4,359
10572,2025-03-05,180,6295,23,GB19WKHS91566863341411,1,462
10573,2024-06-04,180,7594,35,GB29KXSG19525690409836,2,462
10574,2024-10-12,350,8486,1,GB56KYLZ28993160875243,3,359
10575,2024-11-11,180,4630,12,GB42VOET42095481497374,1,462
10576,2025-01-29,617,1018,37,GB05MBZK23302764208656,3,256
10577,2025-01-19,754,1710,17,GB69PLYM61844386125904,5,301
10578,2024-10-25,733,8381,3,GB06UFSE77423330591266,2,444
10579,2025-01-19,171,2501,2,GB29FBDL72018596263013,2,496
10580,2024-10-02,266,9850,10,GB64PJWT26176475011117,3,334
10581,2025-01-05,171,1841,32,GB69VQHA99974192676492,1,496
10582,2024-06-08,14,1710,21,GB09KCWZ82606888718981,3,800
10583,2025-02-17,489,1018,37,GB43YGVD29208751029321,4,494
10584,2024-12-05,396,1710,16,GB05IYBC18458260340848,4,586.95
10585,2024-10-20,489,7797,1,GB82ESPW58598831030324,3,494
10586,2025-03-29,847,8560,38,GB76GETR39542961844626,3,405
10587,2024-10-25,467,8381,3,GB09CIVN28314359892625,2,476
10588,2025-03-02,467,4886,11,GB05NMAT31418186151554,4,476
10589,2024-06-26,792,8486,7,GB83ZHIA16361128497185,2,295
10590,2025-01-28,703,7626,17,GB17SJRI91025625889679,3,736
10591,2024-06-19,384,7594,35,GB23IAVQ22269405396727,5,455
10592,2024-09-15,733,8438,4,GB48ZOQJ46834146511131,2,444
10593,2024-07-04,467,8438,34,GB20SBCX48706827788160,4,476
10594,2024-12-26,132,7594,35,GB81GXAW68538909728321,1,202
10595,2024-09-20,833,3344,3,GB36EQLB67625153814474,4,370
10596,2024-08-11,132,7626,24,GB87GAXU96348079705097,3,202
10597,2024-09-05,171,6119,21,GB27JLDA52650167318826,2,496
10598,2024-06-18,350,7511,12,GB05PAEY43765456284177,4,359
10599,2024-07-02,847,4630,6,GB15ELXN05313402665023,4,405
10600,2024-11-03,1,8381,3,GB10VIDN78725686211022,5,1200
10601,2024-09-11,467,8560,38,GB94QAYV30569067447163,5,503.55
10602,2024-12-26,877,1841,32,GB53EXQF34143637189239,3,565
10603,2024-12-31,847,9850,3,GB08UEHD26043260931066,3,405
10604,2024-11-20,733,3939,31,GB77JWUH35670860414545,4,444
10605,2025-02-01,754,4630,10,GB90NHKB20005347491624,3,301
10606,2024-11-07,384,2612,5,GB09LKJD10825559895343,4,455
10607,2024-12-13,14,2501,9,GB59MCDE91093371189547,2,800
10608,2025-02-20,877,7797,4,GB69GRXE02368485571617,1,565
10609,2024-10-10,384,8606,16,GB64QQZA29424090367881,5,455
10610,2024-07-04,617,3248,6,GB69OYQM86694320293908,5,256
10611,2024-10-24,64,7594,5,GB92QWXQ44344812308340,4,1400
10612,2025-01-04,877,7947,10,GB21EIEI03381059551842,5,565
10613,2024-10-06,877,7566,1,GB53TJKB05342408916498,2,565
10614,2024-07-20,396,8606,6,GB50OHKI39627365271727,5,596
10615,2024-07-11,14,1841,32,GB09FGSP24042269312163,2,800
10616,2024-10-24,373,8486,3,GB38UMDX82091660100231,5,573
10617,2024-08-12,467,7594,5,GB33EUTA01851327972457,5,476
10618,2024-06-30,754,8486,5,GB22HBRW48100184186203,3,301
10619,2024-05-10,350,3344,3,GB55HNME54361721314519,3,359
10620,2024-09-07,171,8486,2,GB74DLCB92268592624945,5,496
10621,2025-04-05,733,7511,4,GB15DIPV54102252677119,3,360.72
10622,2024-10-14,847,3248,4,GB39XIEC52265576769523,3,405
10623,2024-09-26,703,5831,18,GB03NRPR87883619689313,4,736
10624,2024-09-18,171,4912,10,GB77AGAL87210552472863,5,496
10625,2024-07-21,847,1042,39,GB30HBXE12606501917920,5,405
10626,2024-06-27,132,6119,11,GB32LECH10962272847657,5,224.62
10627,2025-02-28,847,8245,6,GB07UWAJ12009282066784,5,405
10628,2025-04-22,384,7594,35,GB61SQJW36241862369036,1,455
10629,2024-07-11,171,8770,11,GB23XRTC77566205634111,2,496
10630,2024-09-18,1,6977,9,GB62TYKA34281139043830,4,1200
10631,2024-08-02,754,4886,6,GB85ICSS09700514054683,4,301
10632,2024-08-31,180,7566,8,GB84YMXL21568182096790,4,462
10633,2024-08-21,646,6119,7,GB86FEVO11332288985725,2,301
10634,2024-08-21,180,1018,7,GB53LTNB63399129710248,3,462
10635,2025-04-02,266,7511,11,GB11ZZCP17524214955112,4,334
10636,2025-01-31,703,8245,6,GB79YOIP47219705466927,5,746.58
10637,2024-09-20,703,7797,1,GB19QTKL16874090380214,3,736
10638,2024-09-23,396,7511,10,GB91FSMC36715778711216,2,596
10639,2025-02-23,617,7797,7,GB82NGMK15597371470827,2,256
10640,2024-06-26,833,7566,25,GB38UGKS09605673030644,2,370
10641,2025-01-02,373,8770,7,GB84FCEC46147683420165,3,573
10642,2025-02-17,847,2612,6,GB37JFGL67782659608931,3,405
10643,2025-02-05,833,8438,34,GB74VSTE55027275164807,5,370
10644,2025-03-20,384,4630,29,GB48EUOU91033682963533,3,455
10645,2025-01-19,754,4912,10,GB27SALL04481776655868,3,301
10646,2025-02-22,373,8381,3,GB56KDFO65289286646491,4,573
10647,2024-06-04,489,1042,39,GB73ZDCU09617981789046,2,494
10648,2024-07-22,792,3248,23,GB02HYOR61371576605384,3,295
10649,2024-08-12,733,8770,19,GB34VIJZ63060002589552,2,444
10650,2024-12-09,64,9850,13,GB37NHRM39609626265826,2,1400
10651,2024-07-29,132,1841,32,GB22DWZE81964825311060,2,202
10652,2024-12-31,489,8560,8,GB95YSEA98196027523343,1,494
10653,2024-11-24,444,8486,6,GB07HXYZ64041209117911,1,244
10654,2024-06-25,266,7566,19,GB28JIFC17536170617136,1,334
10655,2024-09-23,733,6295,14,GB34KUOZ22402990155799,4,444
10656,2024-11-29,489,6295,27,GB53AFQX41390808823513,4,494
10657,2024-05-12,489,1018,7,GB50KEHC24473158477686,3,494
10658,2025-04-24,833,1710,3,GB64GIFG46199423767694,1,370
10659,2025-03-13,489,2501,14,GB90KTDT66395517208496,5,494
10660,2024-08-22,646,6119,12,GB63TUQL60125625313552,2,273.54
10661,2025-02-27,444,4630,29,GB78KDAK05379538164938,1,244
10662,2024-07-24,384,7947,17,GB17DRIW91966553307704,2,455
10663,2024-10-11,646,7626,16,GB51DDOF95963904090742,1,301
10664,2025-03-23,1,4912,10,GB59MBRQ05017164455618,5,1200
10665,2025-02-25,64,6295,27,GB30KPTB64771591030021,3,1400
10666,2024-09-03,467,1710,4,GB55WXNH21358004010414,5,476
10667,2024-09-05,847,4630,19,GB98WTZZ64229712529671,5,405
10668,2024-11-19,467,1042,9,GB23QHSP74573144158331,1,476
10669,2024-05-30,703,8245,6,GB14PBGA37637153988547,3,736
10670,2025-01-10,373,8245,36,GB90EQDE35679836314624,3,573
10671,2025-04-03,833,2501,6,GB28SUDE71130724078754,2,370
10672,2024-06-15,396,7626,11,GB16RCLN32686850745106,4,596
10673,2025-02-09,180,8486,8,GB76NGJG62948978610313,4,462
10674,2024-06-14,266,8438,34,GB90BBSI31814396661347,2,334
10675,2024-07-19,847,8486,11,GB14FZGL49401289743251,1,405
10676,2024-07-04,617,3344,4,GB57FKOE07650241209579,4,256
10677,2024-05-01,617,8486,1,GB53PHPD00943882211457,5,256
10678,2024-11-07,646,2501,12,GB03XLRI74570545897148,3,265.21
10679,2025-02-07,489,2612,8,GB41UAEN32570396531361,1,494
10680,2024-08-15,266,8438,34,GB94UVRO82455696443098,3,334
10681,2025-01-28,350,3344,2,GB33KTDN79541072728498,3,359
10682,2025-01-13,373,8438,4,GB22FJPJ14070349107406,3,573
10683,2024-09-14,396,8560,8,GB38VABI25488214236914,2,596
10684,2024-07-24,847,7594,35,GB54BPLH66614494296592,5,405
10685,2025-01-21,877,4886,6,GB87YGIE68344149782661,4,565
10686,2024-06-23,733,7947,4,GB31QOWK85756766708061,2,444
10687,2025-02-18,266,7566,23,GB52ETJZ39852989406260,1,300.58
10688,2024-10-27,180,6977,14,GB69ZYQO01041591497501,3,462
10689,2025-02-12,32,6295,7,GB64SVQX03828723244079,1,600
10690,2025-01-23,14,3248,9,GB48GDCA29181331708760,5,800
10691,2025-04-25,792,2501,5,GB74DJMP23849791620223,2,295
10692,2024-07-06,350,8486,7,GB02QXWR37744197546617,4,359
10693,2024-10-09,64,5831,15,GB39NEAJ71960940970527,5,1400
10694,2025-04-08,847,8381,33,GB55XOIA25883586812259,4,405
10695,2024-09-09,14,6977,4,GB76OWZE44617679298842,5,800
10696,2025-01-26,444,6977,15,GB81KSSL99610023117753,1,244
10697,2025-02-24,733,6977,1,GB86ZXZH12661094101759,1,444
10698,2025-01-01,384,1042,39,GB58AFKD76298334774332,2,455
10699,2024-10-16,171,8381,3,GB66QZZG19013020569815,4,496
10700,2024-07-11,877,8770,2,GB91VXXU87339785598217,5,565
10701,2024-10-14,14,6295,19,GB70UMCS12841173098503,4,800
10702,2025-03-15,14,4912,40,GB22JIMW51241893898469,2,800
10703,2024-05-22,754,7566,21,GB59RWDS74005643502385,3,301
10704,2025-04-24,384,6977,3,GB23YVBH71990516991872,4,455
10705,2024-08-14,32,5831,9,GB50XBDB78356743000389,2,600
10706,2025-03-31,489,7626,12,GB16MVVX08706626682171,1,494
10707,2025-04-14,350,7797,3,GB09TLLG56033190368900,5,359
10708,2025-04-05,754,6119,24,GB77XHBC02724055934296,1,301
10709,2024-11-02,1,4912,10,GB78VDVC14837537458438,5,1200
10710,2025-04-12,444,7797,4,GB61IKWR81056974132834,2,244
10711,2025-02-13,132,6977,3,GB85RGDL20377107044964,2,202
10712,2025-03-18,617,1018,7,GB73CBIT67066703362680,1,256
10713,2025-01-12,266,4886,5,GB03JBRY50954930596601,1,334
10714,2024-12-01,132,1018,37,GB53MXVJ87699842673204,1,202
10715,2025-03-07,396,1841,2,GB95VICH84596094544901,5,596
10716,2024-08-28,266,8770,20,GB89SVKI27707070578360,2,334
10717,2024-12-12,646,1841,2,GB50CITR51724447232290,4,301
10718,2024-07-30,132,7797,15,GB64DUBF87950830440580,1,202
10719,2024-12-20,754,8606,6,GB89HLDC87181335956164,2,301
10720,2024-06-25,646,2501,18,GB81AKTZ55657490250429,5,301
10721,2024-05-10,396,7566,8,GB92DTGZ58895369026113,2,596
10722,2024-12-06,833,4630,2,GB25QSUR68180978875439,5,370
10723,2024-08-22,132,4886,4,GB95HKHZ53751376515881,3,202
10724,2025-04-21,14,7797,2,GB41LUPT37639283692944,2,800
10725,2024-09-10,489,5831,5,GB85KDCN68297327021648,5,494
10726,2025-02-01,847,1841,2,GB39PXDE06021288665268,4,405
10727,2024-08-02,180,8486,7,GB31WJDK59991015767647,4,462
10728,2025-01-27,754,4912,10,GB23EXFX98120995765728,2,301
10729,2025-02-05,733,7511,3,GB80SIYD34750988986456,2,444
10730,2024-09-01,833,7626,27,GB65YFEB36849951542144,4,370
10731,2024-11-05,14,7797,9,GB08OHFJ49134213882090,4,800
10732,2025-04-11,733,8606,5,GB56RRZG07053496782741,4,444
10733,2025-02-03,132,1042,39,GB40WDON74124151315285,3,202
10734,2024-08-16,489,8381,33,GB49OUXQ15061853800329,3,494
10735,2024-09-24,32,7797,10,GB60HVGI72727423183061,1,600
10736,2024-11-07,617,3344,12,GB04RTGW20649693578243,5,256
10737,2025-04-05,14,7626,10,GB58JVPP69587413146753,2,875.31
10738,2025-01-13,171,6119,6,GB26NDFO51562779630448,2,496
10739,2024-07-23,847,1018,37,GB87ZNBR54566766404735,3,405
10740,2025-01-03,1,1018,37,GB71BJON39283199529800,1,1112.67
10741,2025-03-08,646,7566,9,GB52MCYW55810835832863,2,301
10742,2024-08-21,373,9850,13,GB35ZFLK63830008186702,4,573
10743,2024-08-18,132,7797,6,GB94JAHU30416624111860,3,202
10744,2024-05-06,384,6977,4,GB34XRTE19639456804473,3,455
10745,2024-06-08,833,1042,39,GB62IUSP64613684748836,5,370
10746,2024-05-07,847,6977,3,GB80PXML81739063757914,4,405
10747,2024-09-07,703,6295,3,GB60EZUC18237931269789,3,736
10748,2025-02-20,703,4886,1,GB92HBYP46452059960438,5,736
10749,2025-03-05,132,6119,9,GB58PRPK35778811616202,1,202
10750,2024-11-18,617,7797,6,GB14XDFG71067287286604,5,256
10751,2024-06-15,646,4886,9,GB02NJXV48595922483958,2,301
10752,2024-12-21,792,8486,4,GB62IPOG52287056227104,4,295
10753,2025-01-28,171,3248,24,GB80GGWD87510979215835,4,496
10754,2024-12-31,733,1710,14,GB75AGIJ69459648831921,3,444
10755,2025-02-08,847,6119,14,GB23GIFI91289659994973,4,405
10756,2024-07-05,350,6119,8,GB09AZHG19222705102876,2,359
10757,2025-01-14,754,6119,22,GB66PKJQ13866675485819,4,301
10758,2025-03-24,350,6295,19,GB60GFUI26877418652057,1,359
10759,2025-02-24,180,1841,32,GB09VLXN39836520375830,1,462
10760,2024-12-14,1,4886,7,GB06JKDL48094047604409,2,1200
10761,2025-03-16,32,8770,15,GB46AWPT77278105092221,1,517.83
10762,2024-10-10,792,8606,14,GB62DBOU05184390552958,3,295
10763,2024-05-06,14,9850,1,GB63VMNV01382412704938,4,800
10764,2024-10-06,266,7511,5,GB58FUXA44851579197111,1,334
10765,2024-07-10,733,7797,5,GB32XCFK90203571343240,1,444
10766,2024-09-25,1,8606,10,GB46WJFI29563343244741,5,1200
10767,2024-11-07,833,3939,1,GB86LSLL87209628936543,4,370
10768,2024-09-10,350,8438,34,GB71WQRX41834374018272,5,359
10769,2024-10-29,754,8560,8,GB43SKLS69051502675512,5,301
10770,2025-04-20,180,1042,9,GB28LJFO82079799667345,3,462
10771,2024-12-20,384,8381,33,GB73KPVM40381664969028,4,455
10772,2024-07-04,467,2501,6,GB86JTWQ39225014257627,2,476
10773,2024-05-01,833,5831,13,GB42VEGF44123361328507,1,370
10774,2024-07-01,32,3344,10,GB75LDPR63767316252654,4,600
10775,2025-03-15,733,7511,4,GB30VXNT68157903923555,1,444
10776,2024-11-11,373,8245,6,GB61ATTY61327303461562,4,573
10777,2024-10-13,444,1710,11,GB29EJJM70462268171516,5,244
10778,2025-03-09,64,4630,29,GB21ZAFK29867076604641,1,1400
10779,2024-12-21,132,1018,37,GB67ZZOQ57585126861205,4,202
10780,2025-04-28,617,1841,2,GB22WSIG89760740177509,3,256
10781,2025-01-22,733,2501,7,GB07LINK40842456075409,2,444
10782,2024-06-13,703,3939,31,GB02LXBR63218122764579,5,736
10783,2024-08-03,754,7566,6,GB49XQSO01550291681546,1,301
10784,2024-10-03,833,8245,36,GB78AFXI16139449883059,2,370
10785,2024-10-31,171,3248,24,GB82GYNI24809624406306,5,496
10786,2025-01-11,703,3344,9,GB39EIIO95133053194979,1,736
10787,2024-10-11,180,6119,22,GB43UTKR67805555727738,1,462
10788,2025-01-26,64,4886,5,GB26FVMI60917851385445,1,1400
10789,2024-10-23,703,9850,3,GB28VOAE99295966048736,5,736
10790,2025-04-23,384,7566,8,GB48REMT11633194226865,1,455
10791,2025-02-16,489,1042,39,GB23GNTI55158886367747,4,494
10792,2024-06-30,132,2612,1,GB43FMJA85721696663093,4,202
10793,2024-06-23,444,8245,6,GB79TTQC99605932971509,4,244
10794,2025-04-09,32,7566,5,GB02ZUMR83275327352410,3,600
10795,2024-07-20,132,8770,17,GB86SOOH97327819523710,1,202
10796,2025-02-15,617,7594,5,GB03BVVN87616481980770,2,256
10797,2024-08-22,646,3344,13,GB56ZMXY05687611249125,3,301
10798,2024-10-08,64,8381,3,GB51VKEH73415177345475,3,1400
10799,2025-03-02,467,2612,8,GB63OWIS49022840359544,1,476
10800,2025-02-03,754,8381,3,GB49FSUJ77422294643039,4,301
10801,2024-08-26,467,7797,16,GB40ESAI58867925298585,5,476
10802,2024-09-24,444,8438,34,GB95PUFQ72760153433249,1,244
10803,2025-02-27,877,7797,12,GB48XZDU35779083350615,5,565
10804,2024-11-14,396,7947,1,GB96CIRR81079833423372,4,596
10805,2024-05-16,1,4912,10,GB66TIRI13128403339977,4,1200
10806,2024-06-08,32,6119,14,GB12RZBK13717173189397,2,600
10807,2024-08-25,171,8606,14,GB32SASN17399704694725,4,496
10808,2024-11-14,350,7594,5,GB08PQJU44835488471270,3,359
10809,2024-09-01,617,7511,15,GB50QPPF21641758231334,1,256
10810,2024-11-11,350,4886,6,GB19JKYQ71493925236229,4,359
10811,2025-01-13,833,7511,14,GB05FKQP96434745245557,3,364.98
10812,2024-08-28,617,8560,38,GB08NSMY60606527403344,5,256
